Company.Name,Quarter,Closing_Price,EPS,P.E,P.B,Turnover,Debt_to_equity_ratio,Current_ratio,Quick_ratio
Wipro Ltd.,Dec-15,559.9,33.49,16.72,3.39,740.56,0.18,2.24,2.01
Wipro Ltd.,Mar-16,564.25,32.64,17.29,3.38,2184.49,0.17,2.85,2.33
Wipro Ltd.,Jun-16,557.95,32.41,17.21,3.19,814.75,0.17,2.85,2.33
Wipro Ltd.,Sep-16,478.95,32.04,14.95,2.73,1004.64,0.17,2.85,2.33
Wipro Ltd.,Dec-16,474.45,32.03,14.81,2.7,247.06,0.17,2.85,2.33
Yes Bank Ltd.,Jun-05,298.5,21.785,15.52,2.845,785.9,2,1.55,1.55
Yes Bank Ltd.,Sep-05,66.35,1.09,60.73,3.24,54.74,1.73,0.53,0.53
Yes Bank Ltd.,Dec-05,68.4,1.09,62.6,3.34,6.17,1.73,0.53,0.53
Yes Bank Ltd.,Mar-06,100.55,2.05,49.05,4.74,8.71,0.99,0.84,0.84
Yes Bank Ltd.,Jun-06,78.4,2.26,34.71,3.59,2.9,0.99,0.84,0.84
Yes Bank Ltd.,Sep-06,92.45,2.26,40.93,4.23,11.78,0.99,0.84,0.84
Yes Bank Ltd.,Dec-06,134.55,2.44,55.22,5.15,23.7,0.99,0.84,0.84
Yes Bank Ltd.,Mar-07,140,2.81,49.73,5.18,1157.46,0.99,0.84,0.84
Yes Bank Ltd.,Jun-07,180.15,3.37,53.45,6.41,226.69,1.71,1.43,1.43
Yes Bank Ltd.,Sep-07,206.95,4.05,51.06,7.04,684.78,1.71,1.43,1.43
Yes Bank Ltd.,Dec-07,249.3,5.61,44.42,5.86,89.88,1.71,1.43,1.43
Yes Bank Ltd.,Mar-08,168.75,6.75,24.98,3.78,262.12,1.3,3.14,3.14
Yes Bank Ltd.,Jun-08,114.7,7.35,15.6,2.48,224.71,1.3,3.14,3.14
Yes Bank Ltd.,Sep-08,120.6,8,15.08,2.49,123.78,1.3,3.14,3.14
Yes Bank Ltd.,Dec-08,75.2,9.73,7.73,1.45,35.79,1.3,3.14,3.14
Yes Bank Ltd.,Mar-09,50,10.17,4.92,0.91,166.83,2.28,1.55,1.55
Yes Bank Ltd.,Jun-09,148.85,11.71,12.71,2.56,909.54,2.28,1.55,1.55
Yes Bank Ltd.,Sep-09,205.05,13.28,15.44,3.32,602.21,2.28,1.55,1.55
Yes Bank Ltd.,Dec-09,266.15,13.86,19.21,4.03,415.33,2.28,1.55,1.55
Yes Bank Ltd.,Mar-10,256.2,13.93,18.39,2.82,256.04,1.54,1.68,1.68
Yes Bank Ltd.,Jun-10,269.3,15.53,17.34,2.82,348.72,1.54,1.68,1.68
Yes Bank Ltd.,Sep-10,350.15,17.21,20.35,3.47,817.43,1.54,1.68,1.68
Yes Bank Ltd.,Dec-10,312.8,19.01,16.45,2.94,772.1,1.54,1.68,1.68
Yes Bank Ltd.,Mar-11,309.6,20.96,14.77,2.83,1374.46,1.76,1.85,1.85
Yes Bank Ltd.,Jun-11,312.05,22.61,13.8,2.7,835.84,1.76,1.85,1.85
Yes Bank Ltd.,Sep-11,272.55,24.1,11.31,2.25,513.24,1.76,1.85,1.85
Yes Bank Ltd.,Dec-11,238.8,24.04,9.93,1.97,440.55,1.76,1.85,1.85
Yes Bank Ltd.,Mar-12,368.8,25.75,14.32,2.88,799.71,1.76,1.85,1.85
Yes Bank Ltd.,Jun-12,339.4,27.64,12.28,2.57,908.15,3.03,0.96,0.96
Yes Bank Ltd.,Sep-12,382.05,29.56,12.93,2.74,953.83,3.03,0.96,0.96
Yes Bank Ltd.,Dec-12,464.05,33.89,13.69,2.95,361.79,3.03,0.96,0.96
Yes Bank Ltd.,Mar-13,428.9,33.79,12.69,2.74,1105.12,3.03,0.96,0.96
Yes Bank Ltd.,Jun-13,461.1,36.08,12.78,2.86,1574.93,3.6,1.06,1.06
Yes Bank Ltd.,Sep-13,287.35,40.89,7.03,1.57,3173.56,3.6,1.06,1.06
Yes Bank Ltd.,Dec-13,370.2,42.91,8.63,1.91,691.7,3.6,1.06,1.06
Yes Bank Ltd.,Mar-14,413.95,44.86,9.23,2.1,2653.82,2.99,1.38,1.38
Yes Bank Ltd.,Jun-14,541.05,39.75,13.61,2.14,1907.63,2.99,1.38,1.38
Yes Bank Ltd.,Sep-14,558.85,42.3,13.21,2.12,1071.43,2.99,1.38,1.38
Yes Bank Ltd.,Dec-14,772.05,45.17,17.09,2.8,1546.98,2.99,1.38,1.38
Yes Bank Ltd.,Mar-15,815.75,48.01,16.99,2.92,2346.66,2.24,2.11,2.11
Yes Bank Ltd.,Jun-15,843.85,50.83,16.6,2.88,1834.25,2.24,2.11,2.11
Yes Bank Ltd.,Sep-15,729.7,53.8,13.56,2.38,3089.83,2.24,2.11,2.11
Yes Bank Ltd.,Dec-15,725.8,56.94,12.75,2.25,941.23,2.24,2.11,2.11
Yes Bank Ltd.,Mar-16,865.05,60.33,14.34,2.64,5409.92,2.3,1.85,1.85
Yes Bank Ltd.,Jun-16,1107.1,64.54,17.15,3.21,3550.64,2.3,1.85,1.85
Yes Bank Ltd.,Sep-16,1254.7,68.98,18.19,3.45,5221.43,2.3,1.85,1.85
Yes Bank Ltd.,Dec-16,1156.45,68.77,16.82,3.19,1898.21,2.3,1.85,1.85
Zee Entertainment Enterprises Ltd.,Jun-05,155.45,3.83,40.61,2.96,418.57,0.25,1.21,0.8
Zee Entertainment Enterprises Ltd.,Sep-05,172.8,3.4,50.79,3.26,349.84,0.25,1.21,0.8
Zee Entertainment Enterprises Ltd.,Dec-05,156.8,3.4,46.09,2.95,191.63,0.25,1.21,0.8
Zee Entertainment Enterprises Ltd.,Mar-06,239,1.69,141.04,6.38,722.03,0.32,0.99,0.62
Zee Entertainment Enterprises Ltd.,Jun-06,240.55,1.32,181.84,6.24,262,0.32,0.99,0.62
Zee Entertainment Enterprises Ltd.,Sep-06,306,1.29,237.46,7.17,645.99,0.32,0.99,0.62
Zee Entertainment Enterprises Ltd.,Dec-06,293.55,1,294.05,6.42,326.88,0.32,0.99,0.62
Zee Entertainment Enterprises Ltd.,Mar-07,250.7,2.08,120.28,5.27,190.89,0.32,0.99,0.62
Zee Entertainment Enterprises Ltd.,Jun-07,297.3,3.71,80.09,6.66,613.39,0.14,0.86,0.53
Zee Entertainment Enterprises Ltd.,Sep-07,341.85,4.83,70.75,7.41,847.95,0.14,0.86,0.53
Zee Entertainment Enterprises Ltd.,Dec-07,327.05,6.24,52.41,6.59,514.02,0.14,0.86,0.53
Zee Entertainment Enterprises Ltd.,Mar-08,246.05,6.25,39.36,5.01,340.13,0.1,1.04,0.69
Zee Entertainment Enterprises Ltd.,Jun-08,200,6.46,30.95,3.83,182.36,0.1,1.04,0.69
Zee Entertainment Enterprises Ltd.,Sep-08,196.5,6.19,31.74,3.67,273.88,0.1,1.04,0.69
Zee Entertainment Enterprises Ltd.,Dec-08,139.85,5.42,25.82,2.56,66.13,0.1,1.04,0.69
Zee Entertainment Enterprises Ltd.,Mar-09,106.35,5.53,19.24,1.97,272.01,0.07,1.68,1.03
Zee Entertainment Enterprises Ltd.,Jun-09,177.25,5.47,32.38,3.19,185.73,0.07,1.68,1.03
Zee Entertainment Enterprises Ltd.,Sep-09,238.75,6.5,36.72,4.12,853.31,0.07,1.68,1.03
Zee Entertainment Enterprises Ltd.,Dec-09,257.1,8.08,31.81,4.19,129.55,0.07,1.68,1.03
Zee Entertainment Enterprises Ltd.,Mar-10,268.25,11.49,23.34,4.13,230.04,0.05,2.31,1.57
Zee Entertainment Enterprises Ltd.,Jun-10,304.85,11.69,26.09,4.94,538.33,0.05,2.31,1.57
Zee Entertainment Enterprises Ltd.,Sep-10,300.2,12.71,23.63,4.66,876.48,0.05,2.31,1.57
Zee Entertainment Enterprises Ltd.,Dec-10,147.25,6.88,21.4,4.34,187.76,0.05,2.31,1.57
Zee Entertainment Enterprises Ltd.,Mar-11,123.6,5.97,20.71,4.16,143.86,0,4.09,1.87
Zee Entertainment Enterprises Ltd.,Jun-11,134.9,5.29,25.48,4.43,518.24,0,4.09,1.87
Zee Entertainment Enterprises Ltd.,Sep-11,117.55,4.96,23.72,3.83,90.3,0,4.09,1.87
Zee Entertainment Enterprises Ltd.,Dec-11,117.85,4.98,23.66,3.9,112.59,0,4.09,1.87
Zee Entertainment Enterprises Ltd.,Mar-12,126.75,4.95,25.61,3.99,149.45,0,4.09,1.87
Zee Entertainment Enterprises Ltd.,Jun-12,146.8,4.97,29.51,4.77,329.72,0,4.9,2.46
Zee Entertainment Enterprises Ltd.,Sep-12,195.35,6.28,31.09,5.95,1538.7,0,4.9,2.46
Zee Entertainment Enterprises Ltd.,Dec-12,220.7,6.04,36.53,6.21,351.31,0,4.9,2.46
Zee Entertainment Enterprises Ltd.,Mar-13,210.45,6.04,34.84,5.92,524.74,0,4.9,2.46
Zee Entertainment Enterprises Ltd.,Jun-13,236.05,6.6,35.77,6.62,248.75,0,4.32,2.45
Zee Entertainment Enterprises Ltd.,Sep-13,228.5,8.81,25.95,5.62,509.76,0,4.32,2.45
Zee Entertainment Enterprises Ltd.,Dec-13,276.6,8.46,32.7,6.54,188.26,0,4.32,2.45
Zee Entertainment Enterprises Ltd.,Mar-14,271.35,7.98,34,13.36,860,1.04,3.94,1.81
Zee Entertainment Enterprises Ltd.,Jun-14,293.45,7.57,38.78,13.04,289.29,1.04,3.94,1.81
Zee Entertainment Enterprises Ltd.,Sep-14,314.15,5.91,53.11,12.59,800.52,1.04,3.94,1.81
Zee Entertainment Enterprises Ltd.,Dec-14,380.75,6.49,58.7,14.02,211.06,1.04,3.94,1.81
Zee Entertainment Enterprises Ltd.,Mar-15,341.75,6.38,53.6,12.78,433,0.79,3.6,1.72
Zee Entertainment Enterprises Ltd.,Jun-15,367.9,5.63,65.39,13.06,1114.6,0.79,3.6,1.72
Zee Entertainment Enterprises Ltd.,Sep-15,392.45,6.26,62.74,13.29,868.37,0.79,3.6,1.72
Zee Entertainment Enterprises Ltd.,Dec-15,437.25,6.18,70.71,13.8,1732.69,0.79,3.6,1.72
Zee Entertainment Enterprises Ltd.,Mar-16,386.95,6.79,57.02,10.38,1497.27,0.48,4.19,2.14
Zee Entertainment Enterprises Ltd.,Jun-16,456.5,7.13,64.06,11.69,1114.08,0.48,4.19,2.14
Zee Entertainment Enterprises Ltd.,Sep-16,546.75,9.19,59.51,12.88,1003.23,0.48,4.19,2.14
Zee Entertainment Enterprises Ltd.,Dec-16,453.05,9.19,49.31,10.67,520.01,0.48,4.19,2.14
