Company.Name,Quarter,Closing_Price,EPS,P.E,P.B,Turnover,Debt_to_equity_ratio,Current_ratio,Quick_ratio
Tata Consultancy Services Ltd.,Jun-16,2553.1,117.98,21.64,7.11,6486.31,0,4.58,4.55
Tata Consultancy Services Ltd.,Sep-16,2430.8,119.17,20.4,6.25,2645.84,0,4.58,4.55
Tata Consultancy Services Ltd.,Dec-16,2365.55,119.17,19.85,6.08,1663.45,0,4.58,4.55
Tata Motors Ltd.,Jun-05,425.45,35.93,11.84,3.51,477.72,0.61,0.72,0.47
Tata Motors Ltd.,Sep-05,534.25,35.31,15.13,4.24,919.43,0.61,0.72,0.47
Tata Motors Ltd.,Dec-05,653.4,35.31,18.51,5.19,806.43,0.61,0.72,0.47
Tata Motors Ltd.,Mar-06,931.85,39.61,23.53,6.47,1399.46,0.53,0.58,0.31
Tata Motors Ltd.,Jun-06,794.85,42.44,18.73,5.16,2590.58,0.53,0.58,0.31
Tata Motors Ltd.,Sep-06,861.7,42.21,20.41,5.58,995.63,0.53,0.58,0.31
Tata Motors Ltd.,Dec-06,900.6,44.89,20.06,5.42,740.28,0.53,0.58,0.31
Tata Motors Ltd.,Mar-07,728.2,46.26,15.74,4.06,950.44,0.53,0.58,0.31
Tata Motors Ltd.,Jun-07,670.2,48,13.96,3.77,443.79,0.59,0.49,0.22
Tata Motors Ltd.,Sep-07,776.9,50.18,15.48,4.09,2032.21,0.59,0.49,0.22
Tata Motors Ltd.,Dec-07,741.9,52.02,14.26,3.43,609.61,0.59,0.49,0.22
Tata Motors Ltd.,Mar-08,622.7,51.31,12.14,3.07,730.2,0.8,0.57,0.38
Tata Motors Ltd.,Jun-08,426.05,47.65,8.94,2.02,328.45,0.8,0.57,0.38
Tata Motors Ltd.,Sep-08,343.9,36.85,9.33,1.45,548.34,0.8,0.57,0.38
Tata Motors Ltd.,Dec-08,159.85,16.44,9.72,0.69,343.84,0.8,0.57,0.38
Tata Motors Ltd.,Mar-09,180.3,20.83,8.66,0.66,1160.4,1.06,0.31,0.18
Tata Motors Ltd.,Jun-09,290.75,25,11.63,1.02,3046.49,1.06,0.31,0.18
Tata Motors Ltd.,Sep-09,591.15,33.5,17.65,1.96,1828.81,1.06,0.31,0.18
Tata Motors Ltd.,Dec-09,791.55,48.49,16.33,2.42,4338.65,1.06,0.31,0.18
Tata Motors Ltd.,Mar-10,757.7,44.1,17.18,2.58,2425.53,1.11,0.38,0.24
Tata Motors Ltd.,Jun-10,778.5,41.77,18.64,2.58,2660.83,1.11,0.38,0.24
Tata Motors Ltd.,Sep-10,1098.1,35.92,30.57,3.54,3409.3,1.11,0.38,0.24
Tata Motors Ltd.,Dec-10,1308.35,34.07,38.4,3.86,2290.99,1.11,0.38,0.24
Tata Motors Ltd.,Mar-11,1248.35,33.66,37.09,3.38,3182.97,0.8,0.58,0.34
Tata Motors Ltd.,Jun-11,994.2,33.76,29.45,2.64,2394.33,0.8,0.58,0.34
Tata Motors Ltd.,Sep-11,156.05,5.28,29.55,2.06,1894.95,0.8,0.58,0.34
Tata Motors Ltd.,Dec-11,178.7,5.28,33.84,2.36,1679.69,0.8,0.58,0.34
Tata Motors Ltd.,Mar-12,275.25,4.4,62.53,3.6,1744.54,0.8,0.58,0.34
Tata Motors Ltd.,Jun-12,242.45,4.59,52.85,3.38,3200.58,0.84,0.62,0.4
Tata Motors Ltd.,Sep-12,267.55,3.86,69.24,3.69,3105.94,0.84,0.62,0.4
Tata Motors Ltd.,Dec-12,312.65,4.07,76.83,4.22,1105.1,0.84,0.62,0.4
Tata Motors Ltd.,Mar-13,269.15,4.07,66.15,3.63,3903.85,0.84,0.62,0.4
Tata Motors Ltd.,Jun-13,281.3,0.8,350.63,4.02,2271.9,0.89,0.48,0.26
Tata Motors Ltd.,Sep-13,332.5,-4.14,19.395,4.77,1166.96,0.89,0.48,0.26
Tata Motors Ltd.,Dec-13,376.4,0.43,883.83,5.07,1635.22,0.89,0.48,0.26
Tata Motors Ltd.,Mar-14,398.65,0.59,670.47,5.72,1647.15,0.8,0.38,0.16
Tata Motors Ltd.,Jun-14,431.3,-0.54,19.395,6.07,1389.56,0.8,0.38,0.16
Tata Motors Ltd.,Sep-14,502.15,-3.69,19.395,7.81,2810.94,0.8,0.38,0.16
Tata Motors Ltd.,Dec-14,495.55,-13.81,19.395,8.76,1576.57,0.8,0.38,0.16
Tata Motors Ltd.,Mar-15,550.2,-17.45,19.395,10.21,2941.89,1.44,0.44,0.19
Tata Motors Ltd.,Jun-15,434.15,-16.9,19.395,5.75,2732.35,1.44,0.44,0.19
Tata Motors Ltd.,Sep-15,298.6,-11.51,19.395,4.01,3823.73,1.44,0.44,0.19
Tata Motors Ltd.,Dec-15,391.3,-4.07,19.395,5.28,2512,1.44,0.44,0.19
Tata Motors Ltd.,Mar-16,386.6,0.33,1183.66,4.8,4165.95,0.71,0.57,0.28
Tata Motors Ltd.,Jun-16,459.25,-0.59,19.395,5.69,6061.76,0.71,0.57,0.28
Tata Motors Ltd.,Sep-16,534.85,-1.6,19.395,6.82,2998.15,0.71,0.57,0.28
Tata Motors Ltd.,Dec-16,472,-1.6,19.395,6.01,1698.49,0.71,0.57,0.28
Tata Steel Ltd.,Jun-05,339.75,63.99,5.31,2.36,1899.15,0.4,0.71,0.24
Tata Steel Ltd.,Sep-05,423.5,66.09,6.41,2.6,2864.27,0.4,0.71,0.24
Tata Steel Ltd.,Dec-05,379.95,66.09,5.75,2.33,1504.78,0.4,0.71,0.24
Tata Steel Ltd.,Mar-06,536.5,62.5,8.58,3.04,2071.72,0.26,0.72,0.22
Tata Steel Ltd.,Jun-06,533.65,63.03,8.47,2.76,2669.52,0.26,0.72,0.22
Tata Steel Ltd.,Sep-06,535.65,60.09,8.91,2.57,2538.09,0.26,0.72,0.22
Tata Steel Ltd.,Dec-06,482.25,61.06,7.9,2.12,820.75,0.26,0.72,0.22
Tata Steel Ltd.,Mar-07,449.65,66.4,6.77,1.83,1434.4,0.26,0.72,0.22
Tata Steel Ltd.,Jun-07,597.4,68.21,8.76,2.37,387.06,0.69,1.95,1.53
Tata Steel Ltd.,Sep-07,850.5,75.08,11.33,3.13,7421.27,0.69,1.95,1.53
Tata Steel Ltd.,Dec-07,935.4,63.87,14.64,3.04,1434.62,0.69,1.95,1.53
Tata Steel Ltd.,Mar-08,694.35,63.77,10.89,2.32,1456.29,1.08,0.77,0.35
Tata Steel Ltd.,Jun-08,728.85,65.36,11.15,2.28,2428.65,1.08,0.77,0.35
Tata Steel Ltd.,Sep-08,427.15,73.53,5.81,1.24,1837.64,1.08,0.77,0.35
Tata Steel Ltd.,Dec-08,217.2,65.29,3.33,0.62,1356.43,1.08,0.77,0.35
Tata Steel Ltd.,Mar-09,205.9,71.29,2.89,0.61,3374.3,1.32,0.94,0.58
Tata Steel Ltd.,Jun-09,390.65,61.73,6.33,1.12,5187.21,1.32,0.94,0.58
Tata Steel Ltd.,Sep-09,509.45,40.86,12.47,1.32,2843.9,1.32,0.94,0.58
Tata Steel Ltd.,Dec-09,617.7,49.03,12.6,1.54,4736.15,1.32,0.94,0.58
Tata Steel Ltd.,Mar-10,632.05,56.62,11.16,1.52,2495.03,0.68,0.84,0.53
Tata Steel Ltd.,Jun-10,485.65,65.52,7.41,1.12,2856.89,0.68,0.84,0.53
Tata Steel Ltd.,Sep-10,651.85,77.31,8.43,1.42,4917.48,0.68,0.84,0.53
Tata Steel Ltd.,Dec-10,680.4,80.87,8.41,1.43,2708.52,0.68,0.84,0.53
Tata Steel Ltd.,Mar-11,622.25,71.79,8.67,1.28,3021.73,0.58,1.03,0.59
Tata Steel Ltd.,Jun-11,610.25,78.47,7.78,1.19,2250.12,0.58,1.03,0.59
Tata Steel Ltd.,Sep-11,415.35,72.52,5.73,0.79,2198.6,0.58,1.03,0.59
Tata Steel Ltd.,Dec-11,335.35,72.52,4.62,0.64,1401.94,0.58,1.03,0.59
Tata Steel Ltd.,Mar-12,471.75,70.68,6.67,0.87,2314.47,0.58,1.03,0.59
Tata Steel Ltd.,Jun-12,441.45,69.51,6.35,0.82,1911.47,0.48,0.71,0.36
Tata Steel Ltd.,Sep-12,400.9,60.63,6.61,0.73,2146.77,0.48,0.71,0.36
Tata Steel Ltd.,Dec-12,428.5,55.28,7.75,0.74,788.65,0.48,0.71,0.36
Tata Steel Ltd.,Mar-13,312.85,55.28,5.66,0.54,4087.81,0.48,0.71,0.36
Tata Steel Ltd.,Jun-13,273.75,52.2,5.24,0.48,1670.84,0.48,0.62,0.24
Tata Steel Ltd.,Sep-13,271.55,54.34,5,0.45,2829.05,0.48,0.62,0.24
Tata Steel Ltd.,Dec-13,424.2,59.2,7.17,0.69,513.97,0.48,0.62,0.24
Tata Steel Ltd.,Mar-14,393.95,66.36,5.94,0.63,2745.14,0.44,0.56,0.22
Tata Steel Ltd.,Jun-14,528.4,75.74,6.98,0.81,1986.34,0.44,0.56,0.22
Tata Steel Ltd.,Sep-14,459.05,73.39,6.26,0.68,2115.27,0.44,0.56,0.22
Tata Steel Ltd.,Dec-14,399.4,66.82,5.98,0.58,898.55,0.44,0.56,0.22
Tata Steel Ltd.,Mar-15,316.75,53.61,5.91,0.46,1261.08,0.41,0.66,0.12
Tata Steel Ltd.,Jun-15,304.6,34.64,8.79,0.44,920.39,0.41,0.66,0.12
Tata Steel Ltd.,Sep-15,212.6,19.49,10.91,0.31,1949.78,0.41,0.66,0.12
Tata Steel Ltd.,Dec-15,259.8,13.65,19.03,0.38,1151.47,0.41,0.66,0.12
Tata Steel Ltd.,Mar-16,319.7,11.26,28.39,0.71,4271.89,0.67,0.68,0.33
Tata Steel Ltd.,Jun-16,321.95,14.18,22.71,0.71,2041.59,0.67,0.68,0.33
Tata Steel Ltd.,Sep-16,374.25,18.25,20.5,0.82,2038.74,0.67,0.68,0.33
Tata Steel Ltd.,Dec-16,391.25,18.25,21.43,0.85,1196.47,0.67,0.68,0.33
U P L Ltd.,Jun-05,812.05,19.77,41.08,3.86,9.02,0.92,1.24,0.93
U P L Ltd.,Sep-05,209.55,4.27,49.05,4.74,30.67,0.92,1.24,0.93
U P L Ltd.,Dec-05,239.85,4.22,56.82,5.29,13.54,0.92,1.24,0.93
U P L Ltd.,Mar-06,262.35,4.85,54.14,4.59,9.87,1.12,1.54,1.24
U P L Ltd.,Jun-06,236.8,4.63,51.11,4.1,149.43,1.12,1.54,1.24
U P L Ltd.,Sep-06,244.25,4.63,52.72,4.23,45.73,1.12,1.54,1.24
U P L Ltd.,Dec-06,300.2,5.62,53.38,4.99,53.9,1.12,1.54,1.24
U P L Ltd.,Mar-07,324.65,6.62,49.04,5.17,242.76,1.12,1.54,1.24
U P L Ltd.,Jun-07,311.4,3.63,85.89,5.18,78,1.76,0.87,0.63
U P L Ltd.,Sep-07,397.3,4.48,88.76,6.44,300.26,1.76,0.87,0.63
U P L Ltd.,Dec-07,348.95,0.53,652.55,3.67,77.32,1.76,0.87,0.63
U P L Ltd.,Mar-08,262.15,2.93,89.49,3.38,76.71,0.86,1.83,1.48
U P L Ltd.,Jun-08,282.3,3.95,71.55,3.54,42.41,0.86,1.83,1.48
U P L Ltd.,Sep-08,309.55,7.07,43.75,3.73,73.42,0.86,1.83,1.48
U P L Ltd.,Dec-08,108.05,3.52,30.67,2.6,9.83,0.86,1.83,1.48
U P L Ltd.,Mar-09,98.25,2.66,36.9,2.38,164.76,1.07,1.11,0.69
U P L Ltd.,Jun-09,142.75,2.79,51.21,3.36,212.06,1.07,1.11,0.69
U P L Ltd.,Sep-09,165.85,1.84,90.21,3.85,112.79,1.07,1.11,0.69
U P L Ltd.,Dec-09,173.7,3.46,50.14,3.88,156.37,1.07,1.11,0.69
U P L Ltd.,Mar-10,149.2,3.35,44.57,3.41,196.35,1.12,1.16,0.98
U P L Ltd.,Jun-10,184.05,2.32,79.2,4.18,1036.07,1.12,1.16,0.98
U P L Ltd.,Sep-10,179.4,3.67,48.87,3.9,326.98,1.12,1.16,0.98
U P L Ltd.,Dec-10,172.95,2.84,60.85,3.38,292.67,1.12,1.16,0.98
U P L Ltd.,Mar-11,149.45,2.44,61.14,3.06,250.71,1.16,0.97,0.77
U P L Ltd.,Jun-11,152.7,4.38,34.86,2.99,317.6,1.16,0.97,0.77
U P L Ltd.,Sep-11,137.7,3.4,40.48,2.66,75.21,1.16,0.97,0.77
U P L Ltd.,Dec-11,126.9,3.4,37.3,2.45,47.71,1.16,0.97,0.77
U P L Ltd.,Mar-12,130.1,3.8,34.24,2.39,175.65,1.16,0.97,0.77
U P L Ltd.,Jun-12,125.9,4.04,31.2,1.66,114.16,0.45,1.64,1.21
U P L Ltd.,Sep-12,131.65,4.79,27.47,1.68,116.07,0.45,1.64,1.21
U P L Ltd.,Dec-12,130.2,5.48,23.75,1.62,333.84,0.45,1.64,1.21
U P L Ltd.,Mar-13,117.4,5.48,21.42,1.47,365.36,0.45,1.64,1.21
U P L Ltd.,Jun-13,135.75,3.62,37.49,1.79,287.51,0.61,1.58,1.21
U P L Ltd.,Sep-13,144.85,6.34,22.85,1.75,366.51,0.61,1.58,1.21
U P L Ltd.,Dec-13,197.95,6.9,28.69,2.34,203.71,0.61,1.58,1.21
U P L Ltd.,Mar-14,184.45,8.36,22.06,2.39,224.26,0.43,1.21,0.77
U P L Ltd.,Jun-14,341.45,7.49,45.6,4.29,911.83,0.43,1.21,0.77
U P L Ltd.,Sep-14,340.05,7.87,43.2,4.03,269.17,0.43,1.21,0.77
U P L Ltd.,Dec-14,346.55,8.03,43.14,4.02,683.92,0.43,1.21,0.77
U P L Ltd.,Mar-15,442.15,9.32,47.44,5.38,1175.03,0.39,1.04,0.59
U P L Ltd.,Jun-15,535.6,7.47,71.74,6.46,1346.84,0.39,1.04,0.59
U P L Ltd.,Sep-15,458.3,9.39,48.82,5.12,894.94,0.39,1.04,0.59
U P L Ltd.,Dec-15,438.1,6.23,70.32,4.97,764.21,0.39,1.04,0.59
U P L Ltd.,Mar-16,477.7,7.51,63.59,5.19,635.51,0.21,1.14,0.7
U P L Ltd.,Jun-16,550.1,14.2,38.74,5.55,1292.71,0.21,1.14,0.7
U P L Ltd.,Sep-16,673.85,7.73,87.12,7.88,593.39,0.21,1.14,0.7
U P L Ltd.,Dec-16,647,7.73,83.65,7.57,515.12,0.21,1.14,0.7
Ultratech Cement Ltd.,Jun-05,353.7,5.59,63.22,3.9,159.84,1.44,0.8,0.36
Ultratech Cement Ltd.,Sep-05,466,4.31,108.09,5.14,94.24,1.44,0.8,0.36
Ultratech Cement Ltd.,Dec-05,427.45,4.31,99.15,4.72,27.53,1.44,0.8,0.36
Ultratech Cement Ltd.,Mar-06,683.05,18.44,37.05,8.18,27,1.4,0.97,0.37
Ultratech Cement Ltd.,Jun-06,747.7,30.54,24.48,7.45,117.41,1.4,0.97,0.37
Ultratech Cement Ltd.,Sep-06,892.75,30.54,29.23,8.9,37.74,1.4,0.97,0.37
Ultratech Cement Ltd.,Dec-06,1099.65,40.77,26.97,9.94,144.72,1.4,0.97,0.37
Ultratech Cement Ltd.,Mar-07,772.1,55.92,13.81,6.05,25.31,1.4,0.97,0.37
Ultratech Cement Ltd.,Jun-07,900.4,62.82,14.33,6.35,130.82,0.9,0.76,0.3
Ultratech Cement Ltd.,Sep-07,1047.3,66.72,15.7,6.44,83.59,0.9,0.76,0.3
Ultratech Cement Ltd.,Dec-07,1013.5,76.79,13.2,5.07,341.69,0.9,0.76,0.3
Ultratech Cement Ltd.,Mar-08,784.55,81.02,9.68,3.62,45.81,0.65,0.52,0.2
Ultratech Cement Ltd.,Jun-08,545.45,81.47,6.7,2.29,35.5,0.65,0.52,0.2
Ultratech Cement Ltd.,Sep-08,528.75,79.73,6.63,2.11,23.13,0.65,0.52,0.2
Ultratech Cement Ltd.,Dec-08,385.5,76.42,5.04,1.43,8.05,0.65,0.52,0.2
Ultratech Cement Ltd.,Mar-09,551.35,78.39,7.03,1.91,63.15,0.59,0.83,0.45
Ultratech Cement Ltd.,Jun-09,689.6,90.66,7.61,2.14,236.46,0.59,0.83,0.45
Ultratech Cement Ltd.,Sep-09,799.6,97.63,8.19,2.33,174.81,0.59,0.83,0.45
Ultratech Cement Ltd.,Dec-09,914.2,94.23,9.7,2.55,121.53,0.59,0.83,0.45
Ultratech Cement Ltd.,Mar-10,1154.85,87.69,13.17,3.12,123.91,0.35,1.37,0.79
Ultratech Cement Ltd.,Jun-10,879.3,98.93,8.89,2.12,121.13,0.35,1.37,0.79
Ultratech Cement Ltd.,Sep-10,1062.6,40.01,26.56,5.36,406.83,0.35,1.37,0.79
Ultratech Cement Ltd.,Dec-10,1084.25,44.5,24.37,5.17,74.28,0.35,1.37,0.79
Ultratech Cement Ltd.,Mar-11,1131.5,46.21,24.49,2.91,230.98,0.39,1.27,0.84
Ultratech Cement Ltd.,Jun-11,929.9,50.78,18.31,2.25,154.16,0.39,1.27,0.84
Ultratech Cement Ltd.,Sep-11,1141.6,56.73,20.12,2.69,176.61,0.39,1.27,0.84
Ultratech Cement Ltd.,Dec-11,1166.5,56.73,20.56,2.75,51.84,0.39,1.27,0.84
Ultratech Cement Ltd.,Mar-12,1514.55,65.17,23.24,3.39,399.43,0.39,1.27,0.84
Ultratech Cement Ltd.,Jun-12,1516.5,87.27,17.38,3.23,181.06,0.32,1.37,0.81
Ultratech Cement Ltd.,Sep-12,1967.85,90.75,21.69,3.95,754.21,0.32,1.37,0.81
Ultratech Cement Ltd.,Dec-12,1986.3,102.46,19.39,3.68,2117.01,0.32,1.37,0.81
Ultratech Cement Ltd.,Mar-13,1868.95,102.45,18.24,3.46,753.56,0.32,1.37,0.81
Ultratech Cement Ltd.,Jun-13,1877,93.94,19.98,3.38,395.13,0.36,1.15,0.69
Ultratech Cement Ltd.,Sep-13,1809.3,79.65,22.72,3.07,178,0.36,1.15,0.69
Ultratech Cement Ltd.,Dec-13,1764.1,71.22,24.77,2.92,123.62,0.36,1.15,0.69
Ultratech Cement Ltd.,Mar-14,2186.95,73.22,29.87,3.51,608.64,0.3,1.44,0.93
Ultratech Cement Ltd.,Jun-14,2591.95,71.47,36.26,4.01,372.69,0.3,1.44,0.93
Ultratech Cement Ltd.,Sep-14,2631.65,76.78,34.27,3.98,705.8,0.3,1.44,0.93
Ultratech Cement Ltd.,Dec-14,2676.05,76.58,34.94,3.97,427.34,0.3,1.44,0.93
Ultratech Cement Ltd.,Mar-15,2877.9,71.93,40.01,4.19,1346.97,0.39,0.81,0.43
Ultratech Cement Ltd.,Jun-15,2993.45,71.15,42.08,4.22,1219.63,0.39,0.81,0.43
Ultratech Cement Ltd.,Sep-15,2673.4,72.87,36.69,3.68,2032.99,0.39,0.81,0.43
Ultratech Cement Ltd.,Dec-15,2780.55,78.83,35.27,3.73,793.84,0.39,0.81,0.43
Ultratech Cement Ltd.,Mar-16,3228.75,83.91,38.48,4.1,2255.2,0.38,0.81,0.59
Ultratech Cement Ltd.,Jun-16,3411,90.13,37.84,4.18,1494.71,0.38,0.81,0.59
Ultratech Cement Ltd.,Sep-16,3851.55,95.36,40.39,4.59,932.01,0.38,0.81,0.59
Ultratech Cement Ltd.,Dec-16,3250.2,95.36,34.08,3.88,746.34,0.38,0.81,0.59
Vedanta Ltd.,Jun-05,579.2,137.37,4.22,2.58,227.32,0.02,1.74,0.87
Vedanta Ltd.,Sep-05,1049.9,139.23,7.54,4.52,730.19,0.02,1.74,0.87
Vedanta Ltd.,Dec-05,1010.8,139.23,7.26,4.35,139.49,0.02,1.74,0.87
Vedanta Ltd.,Mar-06,1284.7,136.87,9.39,4.66,294.2,0.01,2,0.95
Vedanta Ltd.,Jun-06,1116.9,133.69,8.35,3.61,189.88,0.01,2,0.95
Vedanta Ltd.,Sep-06,975.75,133.69,7.3,3.15,35,0.01,2,0.95
Vedanta Ltd.,Dec-06,1411,132.26,10.67,4.47,312.66,0.01,2,0.95
Vedanta Ltd.,Mar-07,1703.45,141.69,12.02,4.66,1223.59,0.01,2,0.95
Vedanta Ltd.,Jun-07,1776.6,153.8,11.55,4.64,157.41,0,2.18,1.06
Vedanta Ltd.,Sep-07,2524.25,150.09,16.82,6.11,949.13,0,2.18,1.06
Vedanta Ltd.,Dec-07,3821.2,243.84,15.67,6.79,447.64,0,2.18,1.06
Vedanta Ltd.,Mar-08,3151.55,378.73,8.32,4.44,1098.39,0,2.22,2.09
Vedanta Ltd.,Jun-08,3385.3,512.33,6.61,3.88,1165.27,0,2.22,2.09
Vedanta Ltd.,Sep-08,119.85,28.46,4.21,2.52,1526.55,0,2.22,2.09
Vedanta Ltd.,Dec-08,85.85,27.89,3.08,1.61,261.1,0,2.22,2.09
Vedanta Ltd.,Mar-09,99.6,24.66,4.04,1.74,2036.46,0,2.5,2.38
Vedanta Ltd.,Jun-09,182.6,21.64,8.44,2.92,1992.14,0,2.5,2.38
Vedanta Ltd.,Sep-09,265.7,18.73,14.19,3.89,958.84,0,2.5,2.38
Vedanta Ltd.,Dec-09,410.8,20.5,20.04,5.43,2015.15,0,2.5,2.38
Vedanta Ltd.,Mar-10,470.45,25.49,18.46,5.42,3227.52,0.27,2.92,2.78
Vedanta Ltd.,Jun-10,352.65,31.83,11.08,3.28,2615.18,0.27,2.92,2.78
Vedanta Ltd.,Sep-10,328.2,34.32,9.56,2.94,1822.48,0.27,2.92,2.78
Vedanta Ltd.,Dec-10,328.55,37.07,8.86,2.71,561.81,0.27,2.92,2.78
Vedanta Ltd.,Mar-11,291.35,39.49,7.38,2.18,1089.58,0.08,6.68,6.2
Vedanta Ltd.,Jun-11,282.05,35.43,7.96,2,451.45,0.08,6.68,6.2
Vedanta Ltd.,Sep-11,200.55,31.18,6.43,1.42,1617.06,0.08,6.68,6.2
Vedanta Ltd.,Dec-11,163.4,31.18,5.24,1.16,413.35,0.08,6.68,6.2
Vedanta Ltd.,Mar-12,194.7,25.73,7.57,1.34,404.07,0.08,6.68,6.2
Vedanta Ltd.,Jun-12,191.65,20.08,9.54,1.29,394.48,0.28,0.45,0.23
Vedanta Ltd.,Sep-12,171.2,14.96,11.45,1.13,467.92,0.28,0.45,0.23
Vedanta Ltd.,Dec-12,195.45,10.91,17.92,1.29,152.7,0.28,0.45,0.23
Vedanta Ltd.,Mar-13,155.5,10.91,14.25,1.02,389.74,0.28,0.45,0.23
Vedanta Ltd.,Jun-13,142.8,1.38,103.3,0.95,259.32,0.38,0.26,0.07
Vedanta Ltd.,Sep-13,180.75,-4.09,9.465,3.89,1441.57,0.38,0.26,0.07
Vedanta Ltd.,Dec-13,201.95,-2.56,9.465,4.09,548.76,0.38,0.26,0.07
Vedanta Ltd.,Mar-14,188.55,-1.33,9.465,1.66,1748.71,1.17,0.36,0.15
Vedanta Ltd.,Jun-14,292.35,0.25,1174.9,2.56,833.37,1.17,0.36,0.15
Vedanta Ltd.,Sep-14,272.5,5.92,46.02,2.32,1274.22,1.17,0.36,0.15
Vedanta Ltd.,Dec-14,214.5,5.43,39.5,1.82,422.6,1.17,0.36,0.15
Vedanta Ltd.,Mar-15,189.5,6.44,29.41,1.65,1133.51,1.11,0.39,0.14
Vedanta Ltd.,Jun-15,174.15,7.92,21.98,1.49,703.31,1.11,0.39,0.14
Vedanta Ltd.,Sep-15,84.7,4.88,17.36,0.72,1675.48,1.11,0.39,0.14
Vedanta Ltd.,Dec-15,90.4,7.21,12.53,0.75,726.86,1.11,0.39,0.14
Vedanta Ltd.,Mar-16,89.85,45.18,1.99,0.34,3854.52,0.54,0.51,0.38
Vedanta Ltd.,Jun-16,131.95,43.88,3.01,0.5,2159.41,0.54,0.51,0.38
Vedanta Ltd.,Sep-16,172.05,42.88,4.01,0.66,1811.43,0.54,0.51,0.38
Vedanta Ltd.,Dec-16,216.15,42.88,5.04,0.82,1454,0.54,0.51,0.38
Wipro Ltd.,Jun-05,766.3,22.27,34.41,10.2,2055.6,0.01,2.69,2.61
Wipro Ltd.,Sep-05,371.45,11.68,31.81,9.14,300.25,0.01,2.69,2.61
Wipro Ltd.,Dec-05,463.35,11.63,39.83,11.44,506.66,0.01,2.69,2.61
Wipro Ltd.,Mar-06,559.7,13.94,40.16,12.43,425.3,0.01,2.3,2.25
Wipro Ltd.,Jun-06,513.35,15.37,33.39,10.44,694.24,0.01,2.3,2.25
Wipro Ltd.,Sep-06,524.9,15.35,34.2,10.69,366.88,0.01,2.3,2.25
Wipro Ltd.,Dec-06,605.9,16.77,36.13,11.32,289.01,0.01,2.3,2.25
Wipro Ltd.,Mar-07,559.4,18.14,30.84,9.65,403.22,0.01,2.3,2.25
Wipro Ltd.,Jun-07,518.45,19.48,26.62,8.12,434.03,0.03,2.14,2.08
Wipro Ltd.,Sep-07,460.25,19.83,23.2,6.72,563.17,0.03,2.14,2.08
Wipro Ltd.,Dec-07,525.65,20.95,25.09,6.64,446.17,0.03,2.14,2.08
Wipro Ltd.,Mar-08,432.1,20.6,20.98,5.47,399.01,0.33,1.17,1.13
Wipro Ltd.,Jun-08,439.95,19.73,22.29,5.32,215.14,0.33,1.17,1.13
Wipro Ltd.,Sep-08,339.9,20.35,16.7,3.84,495.14,0.33,1.17,1.13
Wipro Ltd.,Dec-08,233.4,19.85,11.76,2.5,219.1,0.33,1.17,1.13
Wipro Ltd.,Mar-09,245.9,20.05,12.27,2.88,193.68,0.4,1.02,0.98
Wipro Ltd.,Jun-09,377.95,24.49,15.44,4.04,327.11,0.4,1.02,0.98
Wipro Ltd.,Sep-09,602.1,27.06,22.25,5.91,1602.51,0.4,1.02,0.98
Wipro Ltd.,Dec-09,680,30.44,22.34,6.17,962.53,0.4,1.02,0.98
Wipro Ltd.,Mar-10,706.95,33.04,21.4,5.87,1258.43,0.31,1.15,1.11
Wipro Ltd.,Jun-10,384.5,19.44,19.78,5.01,570.03,0.31,1.15,1.11
Wipro Ltd.,Sep-10,449.45,19.18,23.44,5.52,734.27,0.31,1.15,1.11
Wipro Ltd.,Dec-10,491.25,19.14,25.67,5.69,388.09,0.31,1.15,1.11
Wipro Ltd.,Mar-11,480.2,19.49,24.63,5.53,1514.14,0.22,2.08,1.94
Wipro Ltd.,Jun-11,417.6,19.93,20.95,4.55,648.16,0.22,2.08,1.94
Wipro Ltd.,Sep-11,340.8,19.42,17.55,3.55,414.78,0.22,2.08,1.94
Wipro Ltd.,Dec-11,398.7,19.41,20.54,4.15,479.75,0.22,2.08,1.94
Wipro Ltd.,Mar-12,440.1,18.76,23.46,4.14,662.47,0.22,2.08,1.94
Wipro Ltd.,Jun-12,399.9,18.73,21.36,4.04,741.34,0.22,2,1.84
Wipro Ltd.,Sep-12,381.05,18.15,20.99,3.69,803.6,0.22,2,1.84
Wipro Ltd.,Dec-12,394.5,21.85,18.05,3.41,923.2,0.22,2,1.84
Wipro Ltd.,Mar-13,437.15,21.85,20.01,3.78,1465.16,0.22,2,1.84
Wipro Ltd.,Jun-13,349,22.58,15.46,3.55,660.52,0.25,1.73,1.64
Wipro Ltd.,Sep-13,473.05,23.6,20.04,4.29,728.06,0.25,1.73,1.64
Wipro Ltd.,Dec-13,559.2,26.32,21.24,4.71,391.57,0.25,1.73,1.64
Wipro Ltd.,Mar-14,543.2,29.5,18.41,4.56,1448.26,0.16,2.15,2.03
Wipro Ltd.,Jun-14,546.4,32.44,16.84,4.29,785.3,0.16,2.15,2.03
Wipro Ltd.,Sep-14,596.8,33.89,17.61,4.41,1466.59,0.16,2.15,2.03
Wipro Ltd.,Dec-14,555.2,33.59,16.53,3.87,371.62,0.16,2.15,2.03
Wipro Ltd.,Mar-15,628.85,32.8,19.17,4.48,1059.44,0.18,2.24,2.01
Wipro Ltd.,Jun-15,546.7,32.78,16.68,3.68,859.29,0.18,2.24,2.01
Wipro Ltd.,Sep-15,597.85,33.42,17.89,3.8,1074.62,0.18,2.24,2.01
